bsk_id,bsk_name_x,block_mun_id,service_id,usage_count,unique_customers,service_name,rank_in_block
1668,SARBANGAPUR GP,146,127,68,60,Search - Application Status of Digital Ration Card Application,5
1668,SARBANGAPUR GP,146,155,45,41,Apply - Submission of Form for Electoral Roll,6
1669,SIMULIA GP,162,127,1413,1083,Search - Application Status of Digital Ration Card Application,1
1669,SIMULIA GP,162,128,1102,917,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
1669,SIMULIA GP,162,367,946,294,Search - GRN Information,3
1669,SIMULIA GP,162,199,909,491,Apply - Payment of WBSEDCL Electricity Bill,4
1669,SIMULIA GP,162,357,748,412,Payment History - WBSEDCL,5
1669,SIMULIA GP,162,172,366,273,Search - Property Information,6
1670,PATKELDANGA GP,155,64,325,107,Search - Bangla Shasya Bima,1
1670,PATKELDANGA GP,155,199,311,120,Apply - Payment of WBSEDCL Electricity Bill,2
1670,PATKELDANGA GP,155,128,214,137,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
1670,PATKELDANGA GP,155,352,174,115,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,4
1670,PATKELDANGA GP,155,84,100,70,Search  - Kishan Mandi Information,5
1670,PATKELDANGA GP,155,358,92,74,Search - Download of e-Ration Card,6
1671,SOMPARA P.H.C.,144,199,83,45,Apply - Payment of WBSEDCL Electricity Bill,1
1671,SOMPARA P.H.C.,144,352,80,74,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
1671,SOMPARA P.H.C.,144,128,79,75,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
1671,SOMPARA P.H.C.,144,392,51,48,Modify - Add member / FPS of Ration Card Holder,4
1671,SOMPARA P.H.C.,144,358,49,49,Search - Download of e-Ration Card,5
1671,SOMPARA P.H.C.,144,127,29,28,Search - Application Status of Digital Ration Card Application,6
1672,SUNDARPUR GP,160,69,170,51,Apply - Krishak Bandhu Scheme,1
1672,SUNDARPUR GP,160,382,79,40,Status of Application (Krishak Bandhu),2
1672,SUNDARPUR GP,160,126,74,43,Apply - New Digital Ration Card,3
1672,SUNDARPUR GP,160,358,45,26,Search - Download of e-Ration Card,4
1672,SUNDARPUR GP,160,199,42,22,Apply - Payment of WBSEDCL Electricity Bill,5
1672,SUNDARPUR GP,160,128,34,23,Apply - Aadhaar & Mobile Link with Digital Ration Card,6
1673,MOREGRAM GP,155,352,348,191,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,1
1673,MOREGRAM GP,155,128,335,186,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
1673,MOREGRAM GP,155,127,310,177,Search - Application Status of Digital Ration Card Application,3
1673,MOREGRAM GP,155,126,279,168,Apply - New Digital Ration Card,4
1673,MOREGRAM GP,155,4,256,177,Application for Income Certificates,5
1673,MOREGRAM GP,155,392,249,145,Modify - Add member / FPS of Ration Card Holder,6
1674,TALIBPUR GP,162,352,381,331,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,1
1674,TALIBPUR GP,162,128,270,242,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
1674,TALIBPUR GP,162,199,140,86,Apply - Payment of WBSEDCL Electricity Bill,3
1674,TALIBPUR GP,162,155,81,78,Apply - Submission of Form for Electoral Roll,4
1674,TALIBPUR GP,162,392,77,76,Modify - Add member / FPS of Ration Card Holder,5
1674,TALIBPUR GP,162,156,27,26,Apply - Verification of Electoral Roll Online,6
1675,TENYA-BAIDYAPUR GP,162,199,1518,363,Apply - Payment of WBSEDCL Electricity Bill,1
1675,TENYA-BAIDYAPUR GP,162,357,197,36,Payment History - WBSEDCL,2
1675,TENYA-BAIDYAPUR GP,162,127,139,65,Search - Application Status of Digital Ration Card Application,3
1675,TENYA-BAIDYAPUR GP,162,128,123,71,Apply - Aadhaar & Mobile Link with Digital Ration Card,4
1675,TENYA-BAIDYAPUR GP,162,392,118,61,Modify - Add member / FPS of Ration Card Holder,5
1675,TENYA-BAIDYAPUR GP,162,516,65,47,Apply - GP Certificate,6
1676,BALI-I GP,146,128,436,184,Apply - Aadhaar & Mobile Link with Digital Ration Card,1
1676,BALI-I GP,146,199,280,227,Apply - Payment of WBSEDCL Electricity Bill,2
1676,BALI-I GP,146,155,256,221,Apply - Submission of Form for Electoral Roll,3
1676,BALI-I GP,146,169,132,117,Apply - ROR Application ,4
1676,BALI-I GP,146,170,103,101,Apply - Plot Information,5
1676,BALI-I GP,146,408,89,88,Search - Status of Application of Swasthya Sathi Card,6
1677,PRATAPGANJ GP,156,352,334,226,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,1
1677,PRATAPGANJ GP,156,199,260,69,Apply - Payment of WBSEDCL Electricity Bill,2
1677,PRATAPGANJ GP,156,128,246,131,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
1677,PRATAPGANJ GP,156,4,25,11,Application for Income Certificates,4
1677,PRATAPGANJ GP,156,478,21,19,Apply - Ordinary Residencial Certificate,5
1677,PRATAPGANJ GP,156,155,12,7,Apply - Submission of Form for Electoral Roll,6
1678,ARBANDI-I GP,178,199,433,121,Apply - Payment of WBSEDCL Electricity Bill,1
1678,ARBANDI-I GP,178,128,216,172,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
1678,ARBANDI-I GP,178,184,150,119,Search - Bangla Awas Yojana,3
1678,ARBANDI-I GP,178,127,62,36,Search - Application Status of Digital Ration Card Application,4
1678,ARBANDI-I GP,178,131,59,47,Apply for Birth & Death Certificate,5
1678,ARBANDI-I GP,178,22,41,29,Apply - Land Revenue (Khajna),6
1679,ASANNAGAR GP,168,199,3496,206,Apply - Payment of WBSEDCL Electricity Bill,1
1679,ASANNAGAR GP,168,357,327,113,Payment History - WBSEDCL,2
1679,ASANNAGAR GP,168,194,168,114,Search - Gram Panchayat Tax Payment,3
1679,ASANNAGAR GP,168,131,79,62,Apply for Birth & Death Certificate,4
1679,ASANNAGAR GP,168,6,37,33,Caste Certificate,5
1679,ASANNAGAR GP,168,408,36,33,Search - Status of Application of Swasthya Sathi Card,6
1680,BADKULLA-II GP,177,199,705,85,Apply - Payment of WBSEDCL Electricity Bill,1
1680,BADKULLA-II GP,177,516,103,66,Apply - GP Certificate,2
1680,BADKULLA-II GP,177,470,89,26,Payment - e-Payment Stamp Duty & Registration Fees,3
1680,BADKULLA-II GP,177,194,47,22,Search - Gram Panchayat Tax Payment,4
1680,BADKULLA-II GP,177,22,23,23,Apply - Land Revenue (Khajna),5
1680,BADKULLA-II GP,177,356,11,7,Search - Regenerate Receipt of WBSEDCL,6
1681,BAGANCHRA GP,178,199,760,313,Apply - Payment of WBSEDCL Electricity Bill,1
1681,BAGANCHRA GP,178,128,759,430,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
1681,BAGANCHRA GP,178,408,57,52,Search - Status of Application of Swasthya Sathi Card,3
1681,BAGANCHRA GP,178,4,50,45,Application for Income Certificates,4
1681,BAGANCHRA GP,178,22,46,42,Apply - Land Revenue (Khajna),5
1681,BAGANCHRA GP,178,127,43,39,Search - Application Status of Digital Ration Card Application,6
1681,BAGANCHRA GP,178,352,43,39,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,6
1682,BAGBERIA  GP,174,199,625,404,Apply - Payment of WBSEDCL Electricity Bill,1
1682,BAGBERIA  GP,174,352,553,485,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
1682,BAGBERIA  GP,174,382,228,217,Status of Application (Krishak Bandhu),3
1682,BAGBERIA  GP,174,267,162,154,Info - Old Age Pension Scheme,4
1682,BAGBERIA  GP,174,127,126,121,Search - Application Status of Digital Ration Card Application,5
1682,BAGBERIA  GP,174,516,84,80,Apply - GP Certificate,6
1683,MATIARI BANPUR GP,170,199,974,285,Apply - Payment of WBSEDCL Electricity Bill,1
1683,MATIARI BANPUR GP,170,170,412,312,Apply - Plot Information,2
1683,MATIARI BANPUR GP,170,128,218,170,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
1683,MATIARI BANPUR GP,170,357,110,43,Payment History - WBSEDCL,4
1683,MATIARI BANPUR GP,170,131,109,90,Apply for Birth & Death Certificate,5
1683,MATIARI BANPUR GP,170,352,109,101,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,5
1683,MATIARI BANPUR GP,170,356,38,24,Search - Regenerate Receipt of WBSEDCL,6
1684,BARNIA GP,180,199,1135,525,Apply - Payment of WBSEDCL Electricity Bill,1
1684,BARNIA GP,180,352,1100,969,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
1684,BARNIA GP,180,169,177,142,Apply - ROR Application ,3
1684,BARNIA GP,180,126,135,129,Apply - New Digital Ration Card,4
1684,BARNIA GP,180,155,129,115,Apply - Submission of Form for Electoral Roll,5
1684,BARNIA GP,180,392,126,123,Modify - Add member / FPS of Ration Card Holder,6
1685,BELPUKUR GP,169,199,1030,476,Apply - Payment of WBSEDCL Electricity Bill,1
1685,BELPUKUR GP,169,22,201,123,Apply - Land Revenue (Khajna),2
1685,BELPUKUR GP,169,194,183,123,Search - Gram Panchayat Tax Payment,3
1685,BELPUKUR GP,169,516,146,101,Apply - GP Certificate,4
1685,BELPUKUR GP,169,356,33,27,Search - Regenerate Receipt of WBSEDCL,5
1685,BELPUKUR GP,169,169,30,19,Apply - ROR Application ,6
1686,BHAJANGHAT GP,170,199,1395,417,Apply - Payment of WBSEDCL Electricity Bill,1
1686,BHAJANGHAT GP,170,128,213,170,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
1686,BHAJANGHAT GP,170,357,134,76,Payment History - WBSEDCL,3
1686,BHAJANGHAT GP,170,352,128,113,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,4
1686,BHAJANGHAT GP,170,6,64,61,Caste Certificate,5
1686,BHAJANGHAT GP,170,22,62,52,Apply - Land Revenue (Khajna),6
1687,BHALUKA GP,168,199,1663,673,Apply - Payment of WBSEDCL Electricity Bill,1
1687,BHALUKA GP,168,357,118,70,Payment History - WBSEDCL,2
1687,BHALUKA GP,168,516,46,40,Apply - GP Certificate,3
1687,BHALUKA GP,168,356,38,34,Search - Regenerate Receipt of WBSEDCL,4
1687,BHALUKA GP,168,392,38,26,Modify - Add member / FPS of Ration Card Holder,4
1687,BHALUKA GP,168,22,37,27,Apply - Land Revenue (Khajna),5
1687,BHALUKA GP,168,352,26,23,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,6
1688,BIROHI-I GP,184,199,434,190,Apply - Payment of WBSEDCL Electricity Bill,1
1688,BIROHI-I GP,184,4,132,108,Application for Income Certificates,2
1688,BIROHI-I GP,184,131,49,40,Apply for Birth & Death Certificate,3
1688,BIROHI-I GP,184,352,47,29,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,4
1688,BIROHI-I GP,184,516,46,45,Apply - GP Certificate,5
1688,BIROHI-I GP,184,22,37,31,Apply - Land Revenue (Khajna),6
1689,SAHEBNAGAR GP,180,199,1609,551,Apply - Payment of WBSEDCL Electricity Bill,1
1689,SAHEBNAGAR GP,180,470,642,112,Payment - e-Payment Stamp Duty & Registration Fees,2
1689,SAHEBNAGAR GP,180,352,483,305,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3
1689,SAHEBNAGAR GP,180,357,142,23,Payment History - WBSEDCL,4
1689,SAHEBNAGAR GP,180,392,142,99,Modify - Add member / FPS of Ration Card Holder,4
1689,SAHEBNAGAR GP,180,516,100,80,Apply - GP Certificate,5
1689,SAHEBNAGAR GP,180,131,91,87,Apply for Birth & Death Certificate,6
1690,DAKSHINPARA-II GP,177,199,418,86,Apply - Payment of WBSEDCL Electricity Bill,1
1690,DAKSHINPARA-II GP,177,516,90,58,Apply - GP Certificate,2
1690,DAKSHINPARA-II GP,177,194,41,25,Search - Gram Panchayat Tax Payment,3
1690,DAKSHINPARA-II GP,177,357,17,12,Payment History - WBSEDCL,4
1690,DAKSHINPARA-II GP,177,356,15,8,Search - Regenerate Receipt of WBSEDCL,5
1690,DAKSHINPARA-II GP,177,22,11,6,Apply - Land Revenue (Khajna),6
1691,DEBAGRAM GP,171,470,955,99,Payment - e-Payment Stamp Duty & Registration Fees,1
1691,DEBAGRAM GP,171,199,199,98,Apply - Payment of WBSEDCL Electricity Bill,2
1691,DEBAGRAM GP,171,69,167,151,Apply - Krishak Bandhu Scheme,3
1691,DEBAGRAM GP,171,516,129,98,Apply - GP Certificate,4
1691,DEBAGRAM GP,171,352,107,90,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,5
1691,DEBAGRAM GP,171,4,100,78,Application for Income Certificates,6
1692,DHARMADA GP,173,199,2356,699,Apply - Payment of WBSEDCL Electricity Bill,1
1692,DHARMADA GP,173,128,260,207,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
1692,DHARMADA GP,173,516,170,148,Apply - GP Certificate,3
1692,DHARMADA GP,173,194,113,103,Search - Gram Panchayat Tax Payment,4
1692,DHARMADA GP,173,352,64,60,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,5
1692,DHARMADA GP,173,392,50,40,Modify - Add member / FPS of Ration Card Holder,6
1693,DUTTAPULIA GP,176,199,598,196,Apply - Payment of WBSEDCL Electricity Bill,1
1693,DUTTAPULIA GP,176,22,113,81,Apply - Land Revenue (Khajna),2
1693,DUTTAPULIA GP,176,516,68,54,Apply - GP Certificate,3
1693,DUTTAPULIA GP,176,4,57,43,Application for Income Certificates,4
1693,DUTTAPULIA GP,176,169,53,26,Apply - ROR Application ,5
1693,DUTTAPULIA GP,176,6,41,38,Caste Certificate,6
1694,FAKIRDANGA GHOLAPARA GP,172,199,528,395,Apply - Payment of WBSEDCL Electricity Bill,1
1694,FAKIRDANGA GHOLAPARA GP,172,516,317,270,Apply - GP Certificate,2
1694,FAKIRDANGA GHOLAPARA GP,172,352,305,268,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3
1694,FAKIRDANGA GHOLAPARA GP,172,128,104,98,Apply - Aadhaar & Mobile Link with Digital Ration Card,4
1694,FAKIRDANGA GHOLAPARA GP,172,155,77,76,Apply - Submission of Form for Electoral Roll,5
1694,FAKIRDANGA GHOLAPARA GP,172,4,63,61,Application for Income Certificates,6
1695,DEBAGRAM GP,176,199,815,218,Apply - Payment of WBSEDCL Electricity Bill,1
1695,DEBAGRAM GP,176,194,557,377,Search - Gram Panchayat Tax Payment,2
1695,DEBAGRAM GP,176,516,305,231,Apply - GP Certificate,3
1695,DEBAGRAM GP,176,4,297,262,Application for Income Certificates,4
1695,DEBAGRAM GP,176,22,153,94,Apply - Land Revenue (Khajna),5
1695,DEBAGRAM GP,176,367,95,64,Search - GRN Information,6
1696,MAJHERGRAM GP,176,199,664,113,Apply - Payment of WBSEDCL Electricity Bill,1
1696,MAJHERGRAM GP,176,194,351,92,Search - Gram Panchayat Tax Payment,2
1696,MAJHERGRAM GP,176,485,304,59,eDistrict Dashboard,3
1696,MAJHERGRAM GP,176,4,293,68,Application for Income Certificates,4
1696,MAJHERGRAM GP,176,138,258,87,Apply - OPD Registration,5
1696,MAJHERGRAM GP,176,516,162,41,Apply - GP Certificate,6
1697,GAYESHPUR GP,178,199,1029,384,Apply - Payment of WBSEDCL Electricity Bill,1
1697,GAYESHPUR GP,178,128,409,323,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
1697,GAYESHPUR GP,178,392,214,139,Modify - Add member / FPS of Ration Card Holder,3
1697,GAYESHPUR GP,178,352,191,159,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,4
1697,GAYESHPUR GP,178,357,125,84,Payment History - WBSEDCL,5
1697,GAYESHPUR GP,178,408,93,79,Search - Status of Application of Swasthya Sathi Card,6
1698,MAYURHAT-II GP,177,199,785,250,Apply - Payment of WBSEDCL Electricity Bill,1
1698,MAYURHAT-II GP,177,6,120,89,Caste Certificate,2
1698,MAYURHAT-II GP,177,194,85,64,Search - Gram Panchayat Tax Payment,3
1698,MAYURHAT-II GP,177,516,55,47,Apply - GP Certificate,4
1698,MAYURHAT-II GP,177,169,47,35,Apply - ROR Application ,5
1698,MAYURHAT-II GP,177,356,42,21,Search - Regenerate Receipt of WBSEDCL,6
1699,HARANAGAR GP,173,128,635,612,Apply - Aadhaar & Mobile Link with Digital Ration Card,1
1699,HARANAGAR GP,173,199,536,294,Apply - Payment of WBSEDCL Electricity Bill,2
1699,HARANAGAR GP,173,126,144,140,Apply - New Digital Ration Card,3
1699,HARANAGAR GP,173,352,144,138,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3
1699,HARANAGAR GP,173,516,136,132,Apply - GP Certificate,4
1699,HARANAGAR GP,173,127,129,128,Search - Application Status of Digital Ration Card Application,5
1699,HARANAGAR GP,173,4,123,119,Application for Income Certificates,6
1700,HRIDAYPUR GP,174,352,970,587,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,1
1700,HRIDAYPUR GP,174,199,639,335,Apply - Payment of WBSEDCL Electricity Bill,2
1700,HRIDAYPUR GP,174,516,267,231,Apply - GP Certificate,3
1700,HRIDAYPUR GP,174,127,123,117,Search - Application Status of Digital Ration Card Application,4
1700,HRIDAYPUR GP,174,194,88,86,Search - Gram Panchayat Tax Payment,5
1700,HRIDAYPUR GP,174,408,86,84,Search - Status of Application of Swasthya Sathi Card,6
1701,JAMSHERPUR GP,181,470,776,545,Payment - e-Payment Stamp Duty & Registration Fees,1
1701,JAMSHERPUR GP,181,199,699,501,Apply - Payment of WBSEDCL Electricity Bill,2
1701,JAMSHERPUR GP,181,4,531,516,Application for Income Certificates,3
1701,JAMSHERPUR GP,181,352,401,209,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,4
1701,JAMSHERPUR GP,181,138,330,308,Apply - OPD Registration,5
1701,JAMSHERPUR GP,181,128,245,242,Apply - Aadhaar & Mobile Link with Digital Ration Card,6
1702,JOYGHATA GP,170,199,1186,700,Apply - Payment of WBSEDCL Electricity Bill,1
1702,JOYGHATA GP,170,357,208,170,Payment History - WBSEDCL,2
1702,JOYGHATA GP,170,516,116,100,Apply - GP Certificate,3
1702,JOYGHATA GP,170,6,73,67,Caste Certificate,4
1702,JOYGHATA GP,170,126,70,64,Apply - New Digital Ration Card,5
1702,JOYGHATA GP,170,358,69,63,Search - Download of e-Ration Card,6
1703,JURANPUR  GP,171,69,677,583,Apply - Krishak Bandhu Scheme,1
1703,JURANPUR  GP,171,194,542,413,Search - Gram Panchayat Tax Payment,2
1703,JURANPUR  GP,171,392,377,321,Modify - Add member / FPS of Ration Card Holder,3
1703,JURANPUR  GP,171,516,377,310,Apply - GP Certificate,3
1703,JURANPUR  GP,171,199,290,169,Apply - Payment of WBSEDCL Electricity Bill,4
1703,JURANPUR  GP,171,155,276,237,Apply - Submission of Form for Electoral Roll,5
1703,JURANPUR  GP,171,4,249,228,Application for Income Certificates,6
1704,KALINARAYANPUR PAHARPUR PHC,175,199,1346,502,Apply - Payment of WBSEDCL Electricity Bill,1
1704,KALINARAYANPUR PAHARPUR PHC,175,22,197,156,Apply - Land Revenue (Khajna),2
1704,KALINARAYANPUR PAHARPUR PHC,175,352,122,112,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3
1704,KALINARAYANPUR PAHARPUR PHC,175,128,102,95,Apply - Aadhaar & Mobile Link with Digital Ration Card,4
1704,KALINARAYANPUR PAHARPUR PHC,175,408,91,74,Search - Status of Application of Swasthya Sathi Card,5
1704,KALINARAYANPUR PAHARPUR PHC,175,156,86,77,Apply - Verification of Electoral Roll Online,6
1705,KAMALPUR GP,176,199,817,108,Apply - Payment of WBSEDCL Electricity Bill,1
1705,KAMALPUR GP,176,470,211,57,Payment - e-Payment Stamp Duty & Registration Fees,2
1705,KAMALPUR GP,176,357,160,38,Payment History - WBSEDCL,3
1705,KAMALPUR GP,176,169,42,25,Apply - ROR Application ,4
1705,KAMALPUR GP,176,392,28,22,Modify - Add member / FPS of Ration Card Holder,5
1705,KAMALPUR GP,176,352,27,18,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,6
1706,KASTODANGA-I GP,184,352,309,232,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,1
1706,KASTODANGA-I GP,184,4,204,151,Application for Income Certificates,2
1706,KASTODANGA-I GP,184,199,150,113,Apply - Payment of WBSEDCL Electricity Bill,3
1706,KASTODANGA-I GP,184,516,149,125,Apply - GP Certificate,4
1706,KASTODANGA-I GP,184,128,69,67,Apply - Aadhaar & Mobile Link with Digital Ration Card,5
1706,KASTODANGA-I GP,184,470,32,30,Payment - e-Payment Stamp Duty & Registration Fees,6
1707,CHANDERGHAT GP,179,199,1784,675,Apply - Payment of WBSEDCL Electricity Bill,1
1707,CHANDERGHAT GP,179,352,778,660,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
1707,CHANDERGHAT GP,179,392,255,228,Modify - Add member / FPS of Ration Card Holder,3
1707,CHANDERGHAT GP,179,357,173,57,Payment History - WBSEDCL,4
1707,CHANDERGHAT GP,179,516,149,125,Apply - GP Certificate,5
1707,CHANDERGHAT GP,179,155,77,75,Apply - Submission of Form for Electoral Roll,6
1708,MAJHERGRAM GP,173,199,1074,576,Apply - Payment of WBSEDCL Electricity Bill,1
1708,MAJHERGRAM GP,173,128,352,268,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
1708,MAJHERGRAM GP,173,516,276,241,Apply - GP Certificate,3
1708,MAJHERGRAM GP,173,194,219,189,Search - Gram Panchayat Tax Payment,4
1708,MAJHERGRAM GP,173,4,161,138,Application for Income Certificates,5
1708,MAJHERGRAM GP,173,382,160,128,Status of Application (Krishak Bandhu),6
1709,FARIDPUR  GP,171,352,1232,1033,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,1
1709,FARIDPUR  GP,171,199,722,328,Apply - Payment of WBSEDCL Electricity Bill,2
1709,FARIDPUR  GP,171,516,335,302,Apply - GP Certificate,3
1709,FARIDPUR  GP,171,128,293,269,Apply - Aadhaar & Mobile Link with Digital Ration Card,4
1709,FARIDPUR  GP,171,194,228,216,Search - Gram Panchayat Tax Payment,5
1709,FARIDPUR  GP,171,367,224,118,Search - GRN Information,6
1710,MAYAPUR PHC,172,199,1304,508,Apply - Payment of WBSEDCL Electricity Bill,1
1710,MAYAPUR PHC,172,352,287,248,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
1710,MAYAPUR PHC,172,155,160,139,Apply - Submission of Form for Electoral Roll,3
1710,MAYAPUR PHC,172,392,116,105,Modify - Add member / FPS of Ration Card Holder,4
1710,MAYAPUR PHC,172,127,102,92,Search - Application Status of Digital Ration Card Application,5
1710,MAYAPUR PHC,172,516,49,43,Apply - GP Certificate,6
1711,MIRA-I  GP,171,352,758,695,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,1
1711,MIRA-I  GP,171,516,366,255,Apply - GP Certificate,2
1711,MIRA-I  GP,171,199,310,75,Apply - Payment of WBSEDCL Electricity Bill,3
1711,MIRA-I  GP,171,69,266,239,Apply - Krishak Bandhu Scheme,4
1711,MIRA-I  GP,171,4,148,142,Application for Income Certificates,5
1711,MIRA-I  GP,171,22,56,42,Apply - Land Revenue (Khajna),6
1711,MIRA-I  GP,171,128,56,56,Apply - Aadhaar & Mobile Link with Digital Ration Card,6
1712,MOSHRA PHC,185,199,960,509,Apply - Payment of WBSEDCL Electricity Bill,1
1712,MOSHRA PHC,185,352,648,553,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
1712,MOSHRA PHC,185,128,182,160,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
1712,MOSHRA PHC,185,127,159,139,Search - Application Status of Digital Ration Card Application,4
1712,MOSHRA PHC,185,156,127,111,Apply - Verification of Electoral Roll Online,5
1712,MOSHRA PHC,185,392,109,98,Modify - Add member / FPS of Ration Card Holder,6
1713,NAGARUKHRA-II GP,184,199,559,240,Apply - Payment of WBSEDCL Electricity Bill,1
1713,NAGARUKHRA-II GP,184,194,440,342,Search - Gram Panchayat Tax Payment,2
1713,NAGARUKHRA-II GP,184,4,320,275,Application for Income Certificates,3
1713,NAGARUKHRA-II GP,184,516,243,217,Apply - GP Certificate,4
1713,NAGARUKHRA-II GP,184,22,65,48,Apply - Land Revenue (Khajna),5
1713,NAGARUKHRA-II GP,184,155,43,39,Apply - Submission of Form for Electoral Roll,6
1714,NAKASHIPARA PHC,173,199,560,299,Apply - Payment of WBSEDCL Electricity Bill,1
1714,NAKASHIPARA PHC,173,352,284,180,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
1714,NAKASHIPARA PHC,173,155,154,111,Apply - Submission of Form for Electoral Roll,3
1714,NAKASHIPARA PHC,173,126,102,86,Apply - New Digital Ration Card,4
1714,NAKASHIPARA PHC,173,170,92,73,Apply - Plot Information,5
1714,NAKASHIPARA PHC,173,4,88,76,Application for Income Certificates,6
1715,NANDANPUR GP,182,199,674,330,Apply - Payment of WBSEDCL Electricity Bill,1
1715,NANDANPUR GP,182,128,618,529,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
1715,NANDANPUR GP,182,131,308,235,Apply for Birth & Death Certificate,3
1715,NANDANPUR GP,182,155,146,137,Apply - Submission of Form for Electoral Roll,4
1715,NANDANPUR GP,182,126,110,101,Apply - New Digital Ration Card,5
1715,NANDANPUR GP,182,156,101,94,Apply - Verification of Electoral Roll Online,6
1716,NOAPARA-II GP,169,199,1545,437,Apply - Payment of WBSEDCL Electricity Bill,1
1716,NOAPARA-II GP,169,516,129,105,Apply - GP Certificate,2
1716,NOAPARA-II GP,169,367,117,41,Search - GRN Information,3
1716,NOAPARA-II GP,169,169,69,25,Apply - ROR Application ,4
1716,NOAPARA-II GP,169,4,68,60,Application for Income Certificates,5
1716,NOAPARA-II GP,169,356,58,37,Search - Regenerate Receipt of WBSEDCL,6
1717,NAWPARA MASUNDA GP,175,128,328,297,Apply - Aadhaar & Mobile Link with Digital Ration Card,1
1717,NAWPARA MASUNDA GP,175,199,283,65,Apply - Payment of WBSEDCL Electricity Bill,2
1717,NAWPARA MASUNDA GP,175,127,147,131,Search - Application Status of Digital Ration Card Application,3
1717,NAWPARA MASUNDA GP,175,131,74,68,Apply for Birth & Death Certificate,4
1717,NAWPARA MASUNDA GP,175,22,53,30,Apply - Land Revenue (Khajna),5
1717,NAWPARA MASUNDA GP,175,352,53,51,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,5
1717,NAWPARA MASUNDA GP,175,392,52,45,Modify - Add member / FPS of Ration Card Holder,6
1718,PANIGHATA  GP,171,199,329,198,Apply - Payment of WBSEDCL Electricity Bill,1
1718,PANIGHATA  GP,171,128,321,290,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
1718,PANIGHATA  GP,171,69,241,207,Apply - Krishak Bandhu Scheme,3
1718,PANIGHATA  GP,171,516,216,192,Apply - GP Certificate,4
1718,PANIGHATA  GP,171,4,153,141,Application for Income Certificates,5
1718,PANIGHATA  GP,171,478,153,141,Apply - Ordinary Residencial Certificate,5
1718,PANIGHATA  GP,171,22,140,92,Apply - Land Revenue (Khajna),6
1719,RAMNAGAR BARACHUPRIA-I GP,177,199,547,169,Apply - Payment of WBSEDCL Electricity Bill,1
1719,RAMNAGAR BARACHUPRIA-I GP,177,22,48,31,Apply - Land Revenue (Khajna),2
1719,RAMNAGAR BARACHUPRIA-I GP,177,516,43,36,Apply - GP Certificate,3
1719,RAMNAGAR BARACHUPRIA-I GP,177,357,39,12,Payment History - WBSEDCL,4
1719,RAMNAGAR BARACHUPRIA-I GP,177,352,14,13,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,5
1719,RAMNAGAR BARACHUPRIA-I GP,177,356,12,7,Search - Regenerate Receipt of WBSEDCL,6
1720,SHIKARPUR GP,181,199,440,127,Apply - Payment of WBSEDCL Electricity Bill,1
1720,SHIKARPUR GP,181,128,382,206,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
