service_id,service_name,service_desc
285,Academic Recognition to Special Schools organised by NGOs,"Enables NGOs to seek state academic recognition for special schools; requires submission of infrastructure details, teacher qualifications, curriculum plan, and evaluation certificates. Primary Domain (~80%): Education; Cross?Domain (~20%): Public Services, Legal Accreditation."
286,Admission to Sponsored Special Schools,"Online admission portal for special-need children into government-sponsored NGO special schools; requires disability certificates, age proof, and related medical docs. Primary Domain (~80%): Education / Social Welfare; Cross?Domain (~20%): Health, Legal Assistance."
287,Admission to the Welfare Homes,"Enables destitute or orphan admissions into state welfare homes with NGO collaboration; requires identity, income, and social background evidence. Primary Domain (~80%): Social Welfare / Housing; Cross?Domain (~20%): Legal Services, Health."
288,Admit card download and printing for admission in Government ITI,"Portal to download ITI admission admit cards using registration ID; includes exam date, centre, and roll number. Primary Domain (~80%): Education / Vocational; Cross?Domain (~20%): Public Services, Testing."
289,Search – Admit Card download & printing for JEXPO,"Enables engineering aspirants to download JEXPO polytechnic entrance admit cards; includes rank & exam details. Primary Domain (~80%): Education / Technical; Cross?Domain (~20%): Public Services, Exam Administration."
301,Issuance/Renewal of Trade Licence Enlistment,"Portal for trade licence issuance and renewal (Form C) under Apartment Ownership Act; includes document upload, owner/trade details, payment via AIN, and licence certificate generation. Primary Domain (~80%): Permits & Licenses; Cross?Domain (~20%): Legal Services, Commerce."
382,Status of Application (Krishak Bandhu),"Enables farmers to check application status, entitlement, and DBT disbursement under Krishak Bandhu scheme using Aadhaar or application ID. Primary Domain (~80%): Agriculture / Social Welfare; Cross?Domain (~20%): Finance, Public Services."
291,Apply – Post?Matric Scholarship Under Talent Support Programme (TSP),"Minority students apply for post?matric scholarships via TSP portal by uploading income, caste, and academic proofs; includes status tracking. Primary Domain (~80%): Education / Social Welfare; Cross?Domain (~20%): Finance, Public Services."
293,Apply – Farm Mechanisation,"Enables farmers to apply for subsidies on farm machinery (tractors, harvesters) with land and Aadhaar documents via agriculture portal; includes vendor verification. Primary Domain (~80%): Agriculture / Public Services; Cross?Domain (~20%): Finance, Procurement."
294,Car Parking Facilities to Kolkata residents,"Enables residents to apply for subsidized car parking slots in Kolkata Municipal areas; requires residence proof and vehicle documents, with payment gateway support. Primary Domain (~80%): Public Services; Cross?Domain (~20%): Urban Infrastructure, Legal Registration."
295,Apply – Merit Scholarship Examination (NMMSE),"Students apply for NMMSE state merit exam scholarships by uploading marksheets and fee receipts; portal issues admit cards and result notifications. Primary Domain (~80%): Education / Scholarships; Cross?Domain (~20%): Social Welfare, Exam Services."
296,Search – Entrance Result of Admission in Government ITI,"Allows checking of ITI entrance results via portal using registry or roll number; results published with course and centre details. Primary Domain (~80%): Education / Vocational; Cross?Domain (~20%): Public Services, Testing."
297,Search – Entrance Result of JEXPO,"Portal to check JEXPO entrance result online with roll number; displays scores, cutoff, and seat allotment status. Primary Domain (~80%): Education / Technical; Cross?Domain (~20%): Public Services, Counselling."
298,Search – Entrance Result of VOCLET,"Enables vocational aspirants to view VOCLET results using registration credentials; includes score and training eligibility data. Primary Domain (~80%): Education / Vocational; Cross?Domain (~20%): Public Services, Certification."
299,Extending One Time Grant (OTG) to non?sponsored institutions,"Portal for one-time infrastructure grants to non-recognized educational institutions; requires school profile, financials, and grant plan upload. Primary Domain (~80%): Education / Institutional Support; Cross?Domain (~20%): Finance, Public Grants."
300,Search – Information about Different Courses (Skill Development),"Query portal listing courses offered under Paschim Banga Society for Skill Development with duration, fees, eligibility, and institution info. Primary Domain (~80%): Education / Skilling; Cross?Domain (~20%): Employment, Public Services."
302,Apply?–?Jaago,"Portal for SHG federations to apply for ?5,000 annual grants for Self-Help Groups under the Jaago scheme; requires group details, bank account, and verification by SHG office. Primary Domain (~80%): Social Welfare / Empowerment; Cross?Domain (~20%): Finance, Gender, Rural Development. (shgsewb.gov.in)"
303,Market Stall Management,"Municipal portal enabling vendors to apply/manage market stalls via tender or allotment process; includes stall details, fee payment, and allotment tracking. Primary Domain (~80%): Commerce / Public Services; Cross?Domain (~20%): Permits & Licenses, Regulation."
304,Apply?–?Micro Finance Loan Minorities of West Bengal,"Portal for minority group members to apply for MFI loans via WBMDFC; requires community ID, SHG membership, income details, and collateral, offers ?18k–1?Lacs loans. Primary Domain (~80%): Finance / Social Welfare; Cross?Domain (~20%): Entrepreneurship, Women Empowerment."
305,Apply?–?National Talent Search Examination (NTSE),"Students apply for NTSE scholarship exams with classes 1–10 criteria; upload DOB, school ID, caste, and income certificates; two-stage exam with central scholarship awards up to INR 2,000/month. Primary Domain (~80%): Education / Scholarships; Cross?Domain (~20%): Finance, National Standards."
306,Search?–?NSAP under Jai Bangla,"Enables citizens to view eligibility and benefit details of NSAP pensions (old age, widow, disability) under the state's Jai Bangla rebrand of NSAP. Primary Domain (~80%): Social Welfare; Cross?Domain (~20%): Finance, Legal Governance."
307,Apply?–?Approval of Building/Plan,"Submission portal for building plan approvals, requiring structural documents, land papers, and fee details; the OBPAS system enables sanctioning plans online. Primary Domain (~80%): Urban Planning / Housing; Cross?Domain (~20%): Permits & Licenses, Legal Compliance."
308,Online Building Plan Sanction,"Enables municipal-level (OBPAS) building plan submission, online sanctioning, downloading approval certificates under e-Governance Initatives. Primary Domain (~80%): Housing & Utilities; Cross?Domain (~20%): Urban Planning, Construction."
309,Apply?–?Choice Filling for Admission in Government ITI,"Portal module enabling students to select trades and institutes post-ITI entrance; integrated with VOCLET/Vocational admission system. Primary Domain (~80%): Education / Vocational; Cross?Domain (~20%): Public Services, Employment."
310,Apply?–?Counselling & Choice Filling for JEXPO,"Portal for JEXPO exam qualifiers to register for counselling, input college preferences, and confirm seats in diploma programs. Primary Domain (~80%): Education / Technical; Cross?Domain (~20%): Admission Systems, Public Services."
383,Renewal?–?Fertilizer License,"Agro-dealers can renew fertilizer dealership license online, submitting renewal form, inspection certificates, and renewal payment. Primary Domain (~80%): Agriculture / Regulatory; Cross?Domain (~20%): Permits & Licenses, Public Services."
311,Apply?–?Counselling & Choice Filling for VOCLET,"Portal for diploma 2nd year VT entrants to select institutes for VOCLET eligibility, fill trade choices, and confirm seats during counselling. Primary Domain (~80%): Education / Vocational; Cross?Domain (~20%): Public Services, Employment."
312,Search?–?Counselling Result of Admission in Government ITI,"Enables students to check ITI counselling results, allotment status, and seat acceptance using registration credentials. Primary Domain (~80%): Education / Vocational; Cross?Domain (~20%): Admission Systems."
313,Search?–?Counselling Result for JEXPO,"Portal to view JEXPO counselling results, including rounds, assigned college, and confirmation deadline. Primary Domain (~80%): Education / Technical; Cross?Domain (~20%): Public Services, Admission Management."
314,Search?–?Counselling Result for VOCLET,Enables checking of VOCLET seat allocations post-counseling via registration number and counselling round details. Primary Domain (~80%): Education / Vocational; Cross?Domain (~20%): Admission Systems.
315,Online Fee Submission for JEXPO,"Portal for students to pay JEXPO exam and admission fees via NetBanking/UPI/Cards; includes digital acknowledgment and receipt. Primary Domain (~80%): Education / Technical; Cross?Domain (~20%): Finance, Examination Services."
316,Payment?–?Fee Submission for VOCLET,"Enables candidates to pay VOCLET registration/admission fees online, with digital acknowledgment; discounted fee available for Kanyashree enrollees. Primary Domain (~80%): Education / Vocational; Cross?Domain (~20%): Finance, Social Welfare."
317,Online Fee Submission in Government ITI,"Students of government ITI can pay tuition/training/admission fees online; portal issues receipts and supports multiple payment modes. Primary Domain (~80%): Education / Vocational; Cross?Domain (~20%): Finance, Public Services."
318,Online Issue of NOC by KMDA (Building Plan via KMC EoDB),"Enables issuance of NOC by KMDA in connection with building plan under Ease?of?Doing?Business: requires plot details, plan documents, and online approval. Primary Domain (~80%): Urban Planning; Cross?Domain (~20%): Permits & Licenses, Public Services."
319,Online Notice for Building Completion Certificate,"Enables issuing completion certificates once construction is done by submitting completion report and structural inspection via municipal portal. Primary Domain (~80%): Housing & Utilities; Cross?Domain (~20%): Legal, Construction Regulation."
320,Apply?–?Provisional Admission for JEXPO,"Enables applicants to request provisional admission to polytechnic diploma post-JEXPO entrance by submitting required fees & document proof during counselling. Primary Domain (~80%): Education / Technical; Cross?Domain (~20%): Admission Systems, Public Services."
371,Search – Application Status of Certificate of Non-Forest Land,"Enables citizens to check status of non-forest land use certificates via the state portal: users enter application number, land survey details, and receive current processing stage (e.g., inspection, approval). Primary Domain (~80%): Land Management / Legal Services; Cross?Domain (~20%): Housing & Utilities, Public Services."
321,Online Provisional Admission for VOCLET,"Portal for lateral-entry aspirants to apply provisionally for VOCLET 2nd-year admission; submit academic credentials, application fee, and receive provisional admission status. Primary Domain (~80%): Vocational Education; Cross?Domain (~20%): Public Services, Admission Systems."
322,Online Registration of Candidate on PBSSD Portal,"Platform for aspirants to register with Paschim Banga Society for Skill Development (PBSSD) to access vocational training, apprenticeships, and e?skill courses. Primary Domain (~80%): Skill Development/Education; Cross?Domain (~20%): Employment, Public Services. (buddy4study.com, webscte.co.in, en.wikipedia.org, pbssd.gov.in)"
323,Online Registration for Admission in Government ITI,"Portal for students to register for admission to Government ITI trades; upload academic records, ID, and select preferred institutes. Primary Domain (~80%): Vocational Education; Cross?Domain (~20%): Public Services, Employment."
324,Apply – Registration for JEXPO,"Enables students to apply for Polytechnic Diploma exam (JEXPO) with details like stream, institution, and exam center; fee payment and admit card issuance included. Primary Domain (~80%): Technical Education; Cross?Domain (~20%): Public Services, Entrance Exam."
325,Parks and Squares,"Public portal listing urban parks, community squares, with location, facilities (playground, walking paths), and reservation info for events. Primary Domain (~80%): Public Services; Cross?Domain (~20%): Urban Planning, Recreation."
326,Registration – Micro Irrigation,"Enables farmers to register for micro-irrigation subsidy schemes (drip/sprinkler), uploading land records, pump specifications, to avail financial incentives. Primary Domain (~80%): Agriculture; Cross?Domain (~20%): Water Management, Public Services."
327,Apply – Scholarship for Students with Disabilities,"Portal for students with disabilities to apply for state scholarship by submitting disability certificate, income proof, and educational marks, with status tracking. Primary Domain (~80%): Education / Social Welfare; Cross?Domain (~20%): Legal Services, Finance."
328,Search – Drainage Demand Print,"Allows municipal residents to view or print outstanding drainage maintenance charges via municipal service portal using property ID. Primary Domain (~80%): Sanitation/Public Services; Cross?Domain (~20%): Housing & Utilities, Taxation."
353,Registration for COVID Vaccination,"Online portal to register for COVID-19 vaccination (including booster), using Aadhaar or mobile number, choose location, and receive appointment details. Primary Domain (~80%): Health; Cross?Domain (~20%): Public Services, Emergency Response."
329,Survey Observation Report,"Enables residents to view land survey observation reports, including encroachment alerts or correction requirements, via revenue department portal. Primary Domain (~80%): Land Administration; Cross?Domain (~20%): Legal Services, Public Services."
330,Swami Vivekananda Merit?cum?Means Scholarship Scheme,"Online portal for SVMCM scholarship providing ?1k–5k/month financial aid to meritorious, low-income students in Class XI–PG. Includes registration, document upload, tracking, and DBT disbursement. Primary Domain (~80%): Education / Scholarships; Cross?Domain (~20%): Social Welfare, Finance."
331,Training Centre Details (PBSSD),"Portal to search PBSSD-affiliated vocational training centres: shows course list, location, capacity, trade categories, and contact info. Primary Domain (~80%): Skill Development/Education; Cross?Domain (~20%): Employment, Public Services."
332,Search – Unpaid Water Supply Demand Print,"Enables property owners to view/print unpaid municipal water supply charges list using consumer ID from utility portal. Primary Domain (~80%): Utilities; Cross?Domain (~20%): Taxation, Housing."
333,Khadyasathi,"Digital portal for NFSA food grain subsidy scheme with eligibility, ration card details, and entitlement information for families. Primary Domain (~80%): Social Welfare / Food Security; Cross?Domain (~20%): Public Services, Consumer Rights."
334,Apply – Student Credit Card,"Enables students to apply for ?10 lakh interest-free loan for higher education through Student Credit Card portal using Aadhaar and institute admission proof. Primary Domain (~80%): Education / Finance; Cross?Domain (~20%): Loans, Public Services."
336,KYC for Citizen (only for KMC),"Citizens complete KYC (UID, address, photo) on KMC portal to authenticate/tie digital services (permit issuance, billing) with secure identity. Primary Domain (~80%): Public Services / Identity; Cross?Domain (~20%): Legal, Governance."
337,Search – Print Duplicate Bill of PD (KMC area only),"Enables property owners to print duplicate property tax or utility bills via KMC portal using assessment number. Primary Domain (~80%): Utilities/Taxation; Cross?Domain (~20%): Public Services, Finance."
370,Apply – Certificate of Non-Forest Land,"Application portal for non-forest land conversion certificate; users upload survey data, maps, impact assessments, and receive e-certificate upon approval. Primary Domain (~80%): Land Use / Environmental Regulation; Cross?Domain (~20%): Legal Services, Development Planning."
338,Apply – Online Mutation Application (KMC),"Enables property owners in KMC for online mutation of holding details after transfer; upload sale deed, tax receipt, and receive updated record. Primary Domain (~80%): Registration / Legal Services; Cross?Domain (~20%): Housing, Taxation."
339,Online Application for Mail Address Change (KMC),"Enables residents to update their postal address in KMC records online by submitting proof (rent receipt/property tax), current address, and a scanned utility bill, ensuring mail and civic notices reach the correct location. Primary Domain (~80%): Public Services / Urban Governance; Cross?Domain (~20%): Legal Identity, Utilities."
340,Search – Download NOC (KMC),"Allows citizens and developers to download issued NOCs (e.g., trade, water, occupancy) through KMC portal using application or reference number, supporting legal compliance. Primary Domain (~80%): Permits & Licenses; Cross?Domain (~20%): Urban Planning, Construction."
341,Apply – Assessment Register Printing (KMC),"Enables citizens to request printed or digital copies of the municipal assessment register (property holdings, unit details), useful for land/property transactions. Primary Domain (~80%): Public Records; Cross?Domain (~20%): Legal Services, Taxation."
342,Search – Printing of Renewal Demand (CE) (KMC),"Enables trade license holders to print renewal demand notices for Certificate of Enlistment (CE) from KMC portal using CE number. Primary Domain (~80%): Permits & Licenses; Cross?Domain (~20%): Commerce, Business Compliance."
343,Apply – New License (CE) Application (KMC),"Enables entrepreneurs to apply for new Certificate of Enlistment (CE) trade license in KMC area by uploading identity, business documents, trade details, and paying fees online. Primary Domain (~80%): Permits & Licenses; Cross?Domain (~20%): Commerce, Legal Compliance. (kmcgov.in, bmcwbgov.in, kmcgov.in)"
345,Online Application for Defaulter Renewal Application (CE) (KMC),"Allows trade license holders with expired CE to apply online for renewal with penalty; they can upload license copy, pay dues, and register for late renewal. Primary Domain (~80%): Permits & Licenses; Cross?Domain (~20%): Business Compliance, Legal."
346,Apply – Defaulter Renewal Demand Printing (CE),"Enables applicants to generate and print demand notices with fine and dues related to CE defaulter renewal via KMC portal. Primary Domain (~80%): Permits & Licenses; Cross?Domain (~20%): Commerce, Finance."
347,Apply – Closure of Existing CE Application (KMC),"Enables businesses to apply for closure/cancellation of existing CE license; they submit CE details and supporting documents for license revocation. Primary Domain (~80%): Permits & Licenses; Cross?Domain (~20%): Legal Services, Commerce."
348,Modify – Minor Change in Existing CE (KMC),"Enables license holders to request minor changes (address, ownership details) to existing CE; they upload current CE and proof of updates. Primary Domain (~80%): Permits & Licenses; Cross?Domain (~20%): Legal Services, Business Administration."
349,Dashboard for Online Building Permit & EoDB Services (KMC),"Central dashboard where users track building permit applications (NOC, CE, Occupancy Certificates) via Ease-of-Doing-Business portal, check statuses, notices and download approvals. Primary Domain (~80%): Urban Planning / Permits; Cross?Domain (~20%): Housing, Construction."
350,Online Application for Water Tanker,"Enables residents to book water tankers online from KMC for water shortages, indicating location, quantity, and delivery time; track status post-request. Primary Domain (~80%): Utilities / Emergency Services; Cross?Domain (~20%): Public Services, Infrastructure."
351,Online Water Connection (Domestic),"Enables KMC residents to apply for new domestic water connection with property tax receipt, building plan, fee payment, and schedule verification and connection. Primary Domain (~80%): Utilities; Cross?Domain (~20%): Housing, Infrastructure."
352,Apply – eKYC Seeding of Aadhaar with Digital Ration Card,"Enables users to link Aadhaar and mobile via KMC interface to their digital ration card, ensuring DBT benefit eligibility and authentication. Primary Domain (~80%): Public Services; Cross?Domain (~20%): Social Welfare, Identity Verification."
376,Test Service,"Placeholder/testing portal for internal services; likely used for UX or system troubleshooting. Primary Domain (~80%): Public Services / Technical; Cross?Domain (~20%): Software Testing, Administration."
354,Payment – Electricity Bill of CESC,"Enables consumers in CESC supply area to view and pay electricity bills online via CESC portal using account number, with payment receipt/ history. Primary Domain (~80%): Utilities / Taxation; Cross?Domain (~20%): Finance, Public Services."
355,Download – Payment Quotation Letter of New Connection (WBSEDCL),"Enables applicants to download quotation letter of payment details for new WBSEDCL electricity connection using application number. Primary Domain (~80%): Utilities / Infrastructure; Cross?Domain (~20%): Finance, Public Services."
356,Search – Regenerate Receipt of WBSEDCL,"Enables electricity consumers to regenerate the receipt for paid bills through WBSEDCL portal via consumer ID and payment date. Primary Domain (~80%): Utilities; Cross?Domain (~20%): Finance, Citizen Services."
357,Payment History – WBSEDCL,"Provides users with digital history of electricity bill payments and account summary via WBSEDCL web portal. Primary Domain (~80%): Utilities / Finance; Cross?Domain (~20%): Consumer Transparency, Public Services."
358,Search – Download of e-Ration Card,"Enables citizens to download their digital ration card copy using ration card number; includes all family details and eligible entitlements. Primary Domain (~80%): Public Services / Social Welfare; Cross?Domain (~20%): Identity Management, Governance."
359,Download – Registration Certificate (e-Parimap),"Enables e-Parimap registered traders to download their digital registration certificate for market participation using login credentials. Primary Domain (~80%): Permits & Licenses / Commerce; Cross?Domain (~20%): Digital Governance, Trade."
360,Download – License Certificate (e?Parimap),"Allows producers/processors to download digitally signed FPC (Farmer Producer Company) license certificates via Parimap portal upon approval. Primary Domain (~80%): Registration/Business; Cross?Domain (~20%): Agriculture, Public Services."
361,Apply – Add/Modify/Surrender Existing Ration Card,"Enables ration cardholders to request changes—e.g., adding family, modifying details, or surrendering—via an online portal with Aadhaar e-KYC and proof uploads. Primary Domain (~80%): Public Services; Cross?Domain (~20%): Social Welfare, Legal Identity."
362,Aadhaar Linking/e?KYC for Flagged Ration Card,"Provides a portal to complete Aadhaar-based e-KYC for flagged ration cards to restore entitlements; supports OTP authentication and status tracking. Primary Domain (~80%): Public Services; Cross?Domain (~20%): Social Welfare, Identity Verification, Finance."
363,Apply – Download & Print Birth Certificate,"Enables citizens to retrieve approved birth certificates online by entering application/rply no. ID proof enables PDF issuance. Primary Domain (~80%): Public Services; Cross?Domain (~20%): Legal Records, Health Documentation."
364,Apply – Download & Print Death Certificate,"Portal for legal family members to obtain death certificates by providing application number or detail, with PDF download. Primary Domain (~80%): Public Services; Cross?Domain (~20%): Legal, Public Health Records."
365,Apply – Conversion Application,"Enables citizens to apply for land-use conversion (e.g., from agriculture to non-agriculture) via state land portal; includes survey data, fee payment, and status tracking. Primary Domain (~80%): Land Management; Cross?Domain (~20%): Urban Planning, Legal Services."
366,Apply – Manabik Pension Scheme (Disability Pension),"Citizens with disabilities apply online for monthly pensions under ""Manabik Bandhu"" by submitting Aadhaar, disability certificate, income proof, and bank details. Primary Domain (~80%): Social Welfare; Cross?Domain (~20%): Health, Finance, Legal."
367,Search – GRN Information,"Enables citizens and vendors to check Goods Receipt Note status for submitted tendered goods via municipal or department portal by GRN number. Primary Domain (~80%): Public Services; Cross?Domain (~20%): Procurement, Finance."
368,Application – Learner’s Licence,"New driver applicants submit form, upload ID/address/medical certificates, book test date, pay fee, and schedule DL learner permit issuance online. Primary Domain (~80%): Transport; Cross?Domain (~20%): Legal Compliance, Public Services."
369,Status – Learner’s Licence Application,"Applicants track their learner's licence application status online—including payment, test schedule, document verification, and permit printing eligibility. Primary Domain (~80%): Transport; Cross?Domain (~20%): Public Services, System Tracking."
389,Laxmi Bhandar – Search Application Status,"Allows women beneficiaries to check their Laxmi Bhandar financial assistance status (application, approval, and DBT disbursal) using mobile/Aadhaar. Primary Domain (~80%): Social Welfare; Cross?Domain (~20%): Finance, Gender Empowerment. (iogtchiplevel.org, services.india.gov.in, tetsd.wb.gov.in, millenniumpost.in, keical.edu.in, socialsecurity.wb.gov.in)"
392,Modify – Add Member/FPS of Ration Card Holder,"Cardholder can add family member details or change FPS allocation via an online ration-card portal supporting Aadhaar and ID uploads. Primary Domain (~80%): Public Services; Cross?Domain (~20%): Social Welfare, Identity Management."
393,Search – Schedule Paddy Sale,"Enables farmers to check scheduled dates/venues for paddy procurement by government agencies under MSP schemes using land or farmer ID. Primary Domain (~80%): Agriculture; Cross?Domain (~20%): Finance, Public Services."
396,Apply – Pre?Registration for PBSSD (Utkarsh Bangla),"Aspiring trainees pre-register for skill courses under Utkarsh Bangla; upload ID, education documents, and select trades for vocational training. Primary Domain (~80%): Skill Dev/Education; Cross?Domain (~20%): Employment, Public Services."
398,Apply – Recognition of Service Providers,"Enables training institutes or NGOs to apply for official recognition by PBSSD; upload infrastructure, trainer credentials, and propose project plans. Primary Domain (~80%): Education/Certification; Cross?Domain (~20%): Skill Sector, Public Services."
399,Apply – FPC Enrollment,"Farmer Producer Companies enroll their membership on Parimap Portal by submitting promoter details, bylaws, Aadhaar, and bank details to receive registration confirmation. Primary Domain (~80%): Agriculture/Registration; Cross?Domain (~20%): Business, Finance."
400,Apply – Group Enrollment (other than FPC),"Enables SHGs, cooperatives, or CIGs to register via Parimap portal—upload group resolution, member list, Aadhaar, bank data—and receive digital certificates. Primary Domain (~80%): Social Welfare/Community; Cross?Domain (~20%): Finance, Public Services."
401,Online Application for Defaulter Renewal Application,"Generic portal enabling individuals or businesses to renew expired licences/documents by uploading overdue notices and paying late fees. Primary Domain (~80%): Permits & Licenses; Cross?Domain (~20%): Commerce, Legal Compliance."
402,Online Admission in Government ITIs,"Diploma and trade candidates complete admission through a unified government portal—submit documents, choice-filling, fee payment, and seat allotment status. Primary Domain (~80%): Vocational Education; Cross?Domain (~20%): Public Services, Skill Dev."
403,Apply – WBFDC Property Booking,"Enables entrepreneurs to book stalls or properties under WBFDC (West Bengal Federation of Development Corporations) via portal—upload ID, business proof, and pay lease fees. Primary Domain (~80%): Commerce/Business; Cross?Domain (~20%): Permits & Licenses, Public Services."
360,Download – License Certificate (e?Parimap),"Enables Farmer Producer Companies to retrieve their digitally signed registration/license certificate in PDF through the e?Parimap portal upon approval. Primary Domain (~80%): Registration/Business; Cross?Domain (~20%): Agriculture, Digital Governance."
361,Apply – Add/Modify/Surrender Existing Ration Card,"Allows ration cardholders to update, add members, or surrender their card through an e-KYC-enabled portal using Aadhaar and supporting document uploads. Primary Domain (~80%): Public Services; Cross?Domain (~20%): Social Welfare, Identity Management."
362,Aadhaar Linking/e?KYC for Flagged Ration Card,"Enables automatic Aadhaar seeding and e?KYC for flagged ration cards to reactivate subsidy hold; uses OTP verification. Primary Domain (~80%): Public Services; Cross?Domain (~20%): Identity, Governance, Finance."
363,Apply – Download & Print Birth Certificate,"Provides downloadable, digitally signed PDF birth certificates via portal search using application number or Aadhaar. Primary Domain (~80%): Public Services; Cross?Domain (~20%): Legal Documentation, Health Records."
364,Apply – Download & Print Death Certificate,"Enables legal representation to fetch PDF death certificates using registration details in a downloadable format. Primary Domain (~80%): Public Services; Cross?Domain (~20%): Legal, Vital Statistics."
365,Apply – Conversion Application,"Supports applications for converting land from agricultural to non?agricultural use; requires survey data and fee submission online. Primary Domain (~80%): Land Management; Cross?Domain (~20%): Urban Planning, Legal."
366,Apply – Manabik Pension Scheme (Disability),"Enables individuals with disabilities to apply for monthly pensions by uploading Aadhaar, disability proof, income details, and bank account data. Primary Domain (~80%): Social Welfare; Cross?Domain (~20%): Health, Finance."
367,Search – GRN Information,"Lets vendors or citizens retrieve Goods Receipt Note status for supplied goods contracts. Primary Domain (~80%): Public Services; Cross?Domain (~20%): Procurement, Finance."
368,Apply – Learner’s Licence Application,"Applicants submit documents, book tests, and pay fees to receive learner's driving permit for vehicles via the transport portal. Primary Domain (~80%): Transport; Cross?Domain (~20%): Legal Compliance, Public Services."
369,Status – Learner’s Licence Application,"Cit izens track the verification, test booking, and processing status of their learner’s licence application using the portal. Primary Domain (~80%): Transport; Cross?Domain (~20%): Public Services, Tracking Systems."
389,Laxmi Bhandar – Search Application Status,"Enables women to track status of Laxmi Bhandar cash assistance via mobile or Aadhaar number. Primary Domain (~80%): Social Welfare; Cross?Domain (~20%): Finance, Gender Empowerment. (en.wikipedia.org, yojananirman.com)"
392,Modify – Add Member/FPS of Ration Card Holder,"Enables cardholders to update family composition or ration shop allocation via e?portal with Aadhaar-OTP. Primary Domain (~80%): Public Services; Cross?Domain (~20%): Social Welfare, Identity Governance."
393,Search – Schedule Paddy Sale,"Farmers can view scheduled procurement dates/venues under Minimum Support Price program using land or farmer ID. Primary Domain (~80%): Agriculture; Cross?Domain (~20%): Finance, Public Services."
396,Apply – Pre?Registration for Skill Dev (Utkarsh Bangla),"Aspirants pre-register for vocational training slots under Utkarsh Bangla by entering eligibility details and selecting trades. Primary Domain (~80%): Skill Development; Cross?Domain (~20%): Education, Employment."
398,Apply – Recognition of Service Providers,"Enables training providers to submit documentation to receive accreditation from PBSSD, including infrastructure and faculty credentials. Primary Domain (~80%): Education/Certification; Cross?Domain (~20%): Quality Assurance, Public Services."
399,Apply – FPC Enrollment,"Farmer Producer Companies register via Parimap portal by uploading member, bylaw, Aadhaar, and bank info. Primary Domain (~80%): Agriculture/Cooperative Registration; Cross?Domain (~20%): Business, Governance."
400,Apply – Group Enrollment (Other than FPC),"Supports SHGs, cooperatives, and collective groups to register digitally by uploading member details, Aadhaar, and bank accounts. Primary Domain (~80%): Social Welfare; Cross?Domain (~20%): Community Development, Finance."
401,Online Application for Defaulter Renewal Application,"Enables users to regularize expired permits/licenses by uploading dues notices and paying penalties online. Primary Domain (~80%): Permits & Licenses; Cross?Domain (~20%): Commerce, Regulatory Compliance."
402,Online Admission in Government ITIs,"Enables full admission post-entrance, including document upload, seat filling, payment, and allotment tracking online. Primary Domain (~80%): Vocational Education; Cross?Domain (~20%): Public Services, Skill Alignment."
403,Apply – WBFDC Property Booking,"Entrepreneurs apply to lease WBFDC properties by uploading business documents and paying lease or stall fees. Primary Domain (~80%): Commerce/Real Estate; Cross?Domain (~20%): Permits, Business Support."
404,Search – Blood Bank Information,"Public portal with real-time details on blood stock availability across state blood banks and contact info for donors and patients. Primary Domain (~80%): Health; Cross?Domain (~20%): Emergency Services, Public Safety."
405,Modify – Member Name Correction (Form C),"Allows registered ration card members to submit Form C online for post-issuance name corrections using supporting documents. Primary Domain (~80%): Public Services; Cross?Domain (~20%): Identity Records, Legal Accuracy."
406,Apply – Addition of New Member (Form A),"Enables ration-card holders to add a new family member using Form A, Aadhaar validation, and birth proof. Primary Domain (~80%): Public Services; Cross?Domain (~20%): Social Inclusion, Identity Gov."
407,Modify – Member Deletion (Form D),"Supports removal of deceased/deleted members from ration cards via Form D in the digital customs portal. Primary Domain (~80%): Public Services; Cross?Domain (~20%): Record Maintenance, Legal."
408,Search – Status of Swasthya Sathi Card Application,"Enables users to track application progress, issuance, and renewal of Swasthya Sathi health card via portal dashboards using URN/Aadhaar. Primary Domain (~80%): Health/Public Services; Cross?Domain (~20%): Insurance, Digital Identity."
409,Apply – Filing of Affidavits by Citizen,"Enables submission of self-declarations and affidavits for government processes (e.g., name change, non-forest land) along with digital signature. Primary Domain (~80%): Legal Services; Cross?Domain (~20%): Public Records, Judiciary."
410,Online Deposit of Rent by Tenants,"Enables tenants of government housing to pay monthly rent via portal, generate receipts and maintain tenancy compliance records. Primary Domain (~80%): Housing & Utilities; Cross?Domain (~20%): Finance, Legal."
411,Online Request for Certificate Copy by Citizens,"Enables ordering of certified duplicates (birth, death, caste, income) with application, fee, and PDF delivery. Primary Domain (~80%): Public Services; Cross?Domain (~20%): Legal Documentation, Citizen Services."
412,Apply – Certified Copy of Marriage Records,"Citizens apply for certified duplicates of marriage registration by entering record number, identity proof, and paying nominal fees. Primary Domain (~80%): Public Services; Cross?Domain (~20%): Legal Documentation, Vital Records."
413,Search – Marriage Record,"Enables retrieval of marriage records using spouse names, date, and registration office; useful for verification or court applications. Primary Domain (~80%): Public Services; Cross?Domain (~20%): Legal, Civil Records."
414,Search – Application for Objection,"Lists filed objections to marriage registrations; public users can view status and grounds of objection online. Primary Domain (~80%): Legal/Public Services; Cross?Domain (~20%): Civil Society, Transparency."
415,Apply – Request to Change Marriage Officer,"Enables changes in designated marriage officers in a jurisdiction—upload reasons and official approvals. Primary Domain (~80%): Public Administration; Cross?Domain (~20%): Legal Services, Governance."
